Wahlperiode,Sitzungnr,Abstimmnr,Fraktion/Gruppe,AbgNr,Name,Vorname,Titel,ja,nein,Enthaltung,ungültig,nichtabgegeben,Bezeichnung
18,44,3,CDU/CSU,240,Brähmig,Klaus,,1,0,0,0,0,Klaus Brähmig
18,44,3,CDU/CSU,250,Brand,Michael,,0,0,0,0,1,Michael Brand
18,44,3,CDU/CSU,260,Brandl,Reinhard,,1,0,0,0,0,Dr. Reinhard Brandl
18,44,3,CDU/CSU,270,Brandt,Helmut,,1,0,0,0,0,Helmut Brandt
18,44,3,CDU/CSU,280,Brauksiepe,Ralf,,1,0,0,0,0,Dr. Ralf Brauksiepe
18,44,3,CDU/CSU,290,Braun,Helge,,1,0,0,0,0,Dr. Helge Braun
18,44,3,CDU/CSU,300,Brehmer,Heike,,1,0,0,0,0,Heike Brehmer
18,44,3,CDU/CSU,310,Brinkhaus,Ralph,,1,0,0,0,0,Ralph Brinkhaus
18,44,3,CDU/CSU,320,Caesar,Cajus,,1,0,0,0,0,Cajus Caesar
18,44,3,CDU/CSU,330,Connemann,Gitta,,1,0,0,0,0,Gitta Connemann
18,44,3,CDU/CSU,340,Dinges-Dierig,Alexandra,,1,0,0,0,0,Alexandra Dinges-Dierig
18,44,3,CDU/CSU,350,Dobrindt,Alexander,,1,0,0,0,0,Alexander Dobrindt
18,44,3,CDU/CSU,380,Donth,Michael,,1,0,0,0,0,Michael Donth
18,44,3,CDU/CSU,360,Dörflinger,Thomas,,0,1,0,0,0,Thomas Dörflinger
18,44,3,CDU/CSU,370,Dött,Marie-Luise,,1,0,0,0,0,Marie-Luise Dött
18,44,3,CDU/CSU,390,Durz,Hansjörg,,1,0,0,0,0,Hansjörg Durz
18,44,3,CDU/CSU,400,Eckenbach,Jutta,,1,0,0,0,0,Jutta Eckenbach
18,44,3,CDU/CSU,410,Fabritius,Bernd,,0,0,0,0,1,Dr. Bernd Fabritius
18,44,3,CDU/CSU,420,Färber,Hermann,,0,1,0,0,0,Hermann Färber
18,44,3,CDU/CSU,430,Feiler,Uwe,,1,0,0,0,0,Uwe Feiler
18,44,3,CDU/CSU,440,Feist,Thomas,,1,0,0,0,0,Dr. Thomas Feist
18,44,3,CDU/CSU,450,Ferlemann,Enak,,1,0,0,0,0,Enak Ferlemann
18,44,3,CDU/CSU,460,Fischbach,Ingrid,,1,0,0,0,0,Ingrid Fischbach
18,44,3,CDU/CSU,470,Fischer (Hamburg),Dirk,,1,0,0,0,0,Dirk Fischer (Hamburg)
18,44,3,CDU/CSU,480,Fischer (Karlsruhe-Land),Axel E.,,0,0,0,0,1,Axel E. Fischer (Karlsruhe-Land)
18,44,3,CDU/CSU,490,Flachsbarth,Maria,,1,0,0,0,0,Dr. Maria Flachsbarth
18,44,3,CDU/CSU,500,Flosbach,Klaus-Peter,,0,0,0,0,1,Klaus-Peter Flosbach
18,44,3,CDU/CSU,510,Frei,Thorsten,,1,0,0,0,0,Thorsten Frei
18,44,3,CDU/CSU,520,Freudenstein,Astrid,,1,0,0,0,0,Dr. Astrid Freudenstein
18,44,3,CDU/CSU,530,Friedrich (Hof),Hans-Peter,,1,0,0,0,0,Dr. Hans-Peter Friedrich (Hof)
18,44,3,CDU/CSU,540,Frieser,Michael,,1,0,0,0,0,Michael Frieser
18,44,3,CDU/CSU,550,Fuchs,Michael,,1,0,0,0,0,Dr. Michael Fuchs
18,44,3,CDU/CSU,560,Fuchtel,Hans-Joachim,,1,0,0,0,0,Hans-Joachim Fuchtel
18,44,3,CDU/CSU,570,Funk,Alexander,,1,0,0,0,0,Alexander Funk
18,44,3,CDU/CSU,580,Gädechens,Ingo,,1,0,0,0,0,Ingo Gädechens
18,44,3,CDU/CSU,590,Gauweiler,Peter,,0,0,0,0,1,Dr. Peter Gauweiler
18,44,3,CDU/CSU,600,Gebhart,Thomas,,0,1,0,0,0,Dr. Thomas Gebhart
18,44,3,CDU/CSU,610,Gerig,Alois,,0,1,0,0,0,Alois Gerig
18,44,3,CDU/CSU,620,Gienger,Eberhard,,1,0,0,0,0,Eberhard Gienger
18,44,3,CDU/CSU,630,Giousouf,Cemile,,1,0,0,0,0,Cemile Giousouf
18,44,3,CDU/CSU,640,Göppel,Josef,,0,1,0,0,0,Josef Göppel
18,44,3,CDU/CSU,650,Grindel,Reinhard,,0,0,0,0,1,Reinhard Grindel
18,44,3,CDU/CSU,660,Groden-Kranich,Ursula,,1,0,0,0,0,Ursula Groden-Kranich
18,44,3,CDU/CSU,670,Gröhe,Hermann,,0,0,0,0,1,Hermann Gröhe
18,44,3,CDU/CSU,680,Gröhler,Klaus-Dieter,,1,0,0,0,0,Klaus-Dieter Gröhler
18,44,3,CDU/CSU,690,Grosse-Brömer,Michael,,1,0,0,0,0,Michael Grosse-Brömer
18,44,3,CDU/CSU,700,Grotelüschen,Astrid,,1,0,0,0,0,Astrid Grotelüschen
18,44,3,CDU/CSU,710,Grübel,Markus,,1,0,0,0,0,Markus Grübel
18,44,3,CDU/CSU,730,Grund,Manfred,,1,0,0,0,0,Manfred Grund
18,44,3,CDU/CSU,740,Grundmann,Oliver,,1,0,0,0,0,Oliver Grundmann
18,44,3,CDU/CSU,720,Grütters,Monika,,1,0,0,0,0,Monika Grütters
18,44,3,CDU/CSU,760,Gundelach,Herlind,,1,0,0,0,0,Dr. Herlind Gundelach
18,44,3,CDU/CSU,750,Güntzler,Fritz,,1,0,0,0,0,Fritz Güntzler
18,44,3,CDU/CSU,770,Gutting,Olav,,1,0,0,0,0,Olav Gutting
18,44,3,CDU/CSU,780,Haase,Christian,,1,0,0,0,0,Christian Haase
18,44,3,CDU/CSU,790,Hahn,Florian,,1,0,0,0,0,Florian Hahn
18,44,3,CDU/CSU,800,Harbarth,Stephan,,1,0,0,0,0,Dr. Stephan Harbarth
18,44,3,CDU/CSU,810,Hardt,Jürgen,,1,0,0,0,0,Jürgen Hardt
18,44,3,CDU/CSU,820,Hasselfeldt,Gerda,,1,0,0,0,0,Gerda Hasselfeldt
18,44,3,CDU/CSU,830,Hauer,Matthias,,1,0,0,0,0,Matthias Hauer
18,44,3,CDU/CSU,840,Hauptmann,Mark,,1,0,0,0,0,Mark Hauptmann
18,44,3,CDU/CSU,850,Heck,Stefan,,1,0,0,0,0,Dr. Stefan Heck
18,44,3,CDU/CSU,860,Heider,Matthias,,1,0,0,0,0,Dr. Matthias Heider
18,44,3,CDU/CSU,870,Heiderich,Helmut,,0,1,0,0,0,Helmut Heiderich
18,44,3,CDU/CSU,880,Heil,Mechthild,,1,0,0,0,0,Mechthild Heil
18,44,3,CDU/CSU,890,Heinrich (Chemnitz),Frank,,1,0,0,0,0,Frank Heinrich (Chemnitz)
18,44,3,CDU/CSU,900,Helfrich,Mark,,1,0,0,0,0,Mark Helfrich
18,44,3,CDU/CSU,910,Heller,Uda,,1,0,0,0,0,Uda Heller
18,44,3,CDU/CSU,920,Hellmuth,Jörg,,1,0,0,0,0,Jörg Hellmuth
18,44,3,CDU/CSU,930,Henke,Rudolf,,1,0,0,0,0,Rudolf Henke
18,44,3,CDU/CSU,940,Hennrich,Michael,,1,0,0,0,0,Michael Hennrich
18,44,3,CDU/CSU,950,Heveling,Ansgar,,1,0,0,0,0,Ansgar Heveling
18,44,3,CDU/CSU,960,Hintze,Peter,,1,0,0,0,0,Peter Hintze
18,44,3,CDU/CSU,980,Hirte,Christian,,1,0,0,0,0,Christian Hirte
18,44,3,CDU/CSU,970,Hirte,Heribert,,1,0,0,0,0,Dr. Heribert Hirte
18,44,3,CDU/CSU,990,Hochbaum,Robert,,1,0,0,0,0,Robert Hochbaum
18,44,3,CDU/CSU,1000,Hoffmann,Alexander,,1,0,0,0,0,Alexander Hoffmann
18,44,3,CDU/CSU,1010,Holmeier,Karl,,1,0,0,0,0,Karl Holmeier
18,44,3,CDU/CSU,1020,Holzenkamp,Franz-Josef,,1,0,0,0,0,Franz-Josef Holzenkamp
18,44,3,CDU/CSU,1030,Hoppenstedt,Hendrik,,1,0,0,0,0,Dr. Hendrik Hoppenstedt
18,44,3,CDU/CSU,1040,Horb,Margaret,,1,0,0,0,0,Margaret Horb
18,44,3,CDU/CSU,1050,Hornhues,Bettina,,1,0,0,0,0,Bettina Hornhues
18,44,3,CDU/CSU,1060,Huber,Charles M.,,1,0,0,0,0,Charles M. Huber
18,44,3,CDU/CSU,1070,Hübinger,Anette,,1,0,0,0,0,Anette Hübinger
18,44,3,CDU/CSU,1080,Hüppe,Hubert,,1,0,0,0,0,Hubert Hüppe
18,44,3,CDU/CSU,1090,Irlstorfer,Erich,,1,0,0,0,0,Erich Irlstorfer
18,44,3,CDU/CSU,1100,Jarzombek,Thomas,,1,0,0,0,0,Thomas Jarzombek
18,44,3,CDU/CSU,1110,Jörrißen,Sylvia,,1,0,0,0,0,Sylvia Jörrißen
18,44,3,CDU/CSU,1140,Jung,Andreas,,1,0,0,0,0,Andreas Jung
18,44,3,CDU/CSU,1130,Jung,Franz Josef,,1,0,0,0,0,Dr. Franz Josef Jung
18,44,3,CDU/CSU,1150,Jung,Xaver,,1,0,0,0,0,Xaver Jung
18,44,3,CDU/CSU,1120,Jüttner,Egon,,1,0,0,0,0,Dr. Egon Jüttner
18,44,3,CDU/CSU,1160,Kalb,Bartholomäus,,1,0,0,0,0,Bartholomäus Kalb
18,44,3,CDU/CSU,1170,Kammer,Hans-Werner,,1,0,0,0,0,Hans-Werner Kammer
18,44,3,CDU/CSU,1180,Kampeter,Steffen,,1,0,0,0,0,Steffen Kampeter
18,44,3,CDU/CSU,1190,Kanitz,Steffen,,1,0,0,0,0,Steffen Kanitz
18,44,3,CDU/CSU,1200,Karl,Alois,,1,0,0,0,0,Alois Karl
18,44,3,CDU/CSU,1210,Karliczek,Anja,,1,0,0,0,0,Anja Karliczek
18,44,3,CDU/CSU,1220,Kaster,Bernhard,,1,0,0,0,0,Bernhard Kaster
18,44,3,CDU/CSU,1230,Kauder,Volker,,1,0,0,0,0,Volker Kauder
18,44,3,CDU/CSU,1240,Kaufmann,Stefan,,0,0,0,0,1,Dr. Stefan Kaufmann
18,44,3,CDU/CSU,1250,Kiesewetter,Roderich,,1,0,0,0,0,Roderich Kiesewetter
18,44,3,CDU/CSU,1260,Kippels,Georg,,1,0,0,0,0,Dr. Georg Kippels
18,44,3,CDU/CSU,1270,Klein,Volkmar,,1,0,0,0,0,Volkmar Klein
18,44,3,CDU/CSU,1280,Klimke,Jürgen,,1,0,0,0,0,Jürgen Klimke
18,44,3,CDU/CSU,1290,Knoerig,Axel,,1,0,0,0,0,Axel Knoerig
18,44,3,CDU/CSU,1300,Koeppen,Jens,,1,0,0,0,0,Jens Koeppen
18,44,3,CDU/CSU,1320,Koob,Markus,,1,0,0,0,0,Markus Koob
18,44,3,CDU/CSU,1310,Körber,Carsten,,1,0,0,0,0,Carsten Körber
18,44,3,CDU/CSU,1330,Koschyk,Hartmut,,1,0,0,0,0,Hartmut Koschyk
18,44,3,CDU/CSU,1340,Kovac,Kordula,,0,1,0,0,0,Kordula Kovac
18,44,3,CDU/CSU,1350,Kretschmer,Michael,,1,0,0,0,0,Michael Kretschmer
18,44,3,CDU/CSU,1360,Krichbaum,Gunther,,1,0,0,0,0,Gunther Krichbaum
18,44,3,CDU/CSU,1370,Krings,Günter,,1,0,0,0,0,Dr. Günter Krings
18,44,3,CDU/CSU,1380,Kruse,Rüdiger,,1,0,0,0,0,Rüdiger Kruse
18,44,3,CDU/CSU,1390,Kudla,Bettina,,1,0,0,0,0,Bettina Kudla
18,44,3,CDU/CSU,1400,Kühne,Roy,,1,0,0,0,0,Dr. Roy Kühne
18,44,3,CDU/CSU,1410,Lach,Günter,,0,0,0,0,1,Günter Lach
18,44,3,CDU/CSU,1430,Lagosky,Uwe,,1,0,0,0,0,Uwe Lagosky
18,44,3,CDU/CSU,1440,Lamers,Karl A.,,1,0,0,0,0,Dr. Karl A. Lamers
18,44,3,CDU/CSU,1420,Lämmel,Andreas G.,,1,0,0,0,0,Andreas G. Lämmel
18,44,3,CDU/CSU,1450,Lammert,Norbert,,1,0,0,0,0,Dr. Norbert Lammert
18,44,3,CDU/CSU,1460,Landgraf,Katharina,,1,0,0,0,0,Katharina Landgraf
18,44,3,CDU/CSU,1470,Lange,Ulrich,,1,0,0,0,0,Ulrich Lange
18,44,3,CDU/CSU,1480,Lanzinger,Barbara,,1,0,0,0,0,Barbara Lanzinger
18,44,3,CDU/CSU,1490,Launert,Silke,,1,0,0,0,0,Dr. Silke Launert
18,44,3,CDU/CSU,1500,Lehrieder,Paul,,1,0,0,0,0,Paul Lehrieder
18,44,3,CDU/CSU,1510,Leikert,Katja,,1,0,0,0,0,Dr. Katja Leikert
18,44,3,CDU/CSU,1520,Lengsfeld,Philipp,,1,0,0,0,0,Dr. Philipp Lengsfeld
18,44,3,CDU/CSU,1530,Lenz,Andreas,,0,0,1,0,0,Dr. Andreas Lenz
18,44,3,CDU/CSU,1540,Lerchenfeld,Philipp,Graf,1,0,0,0,0,Philipp Graf Lerchenfeld
18,44,3,CDU/CSU,1550,Leyen,Ursula,von der,0,0,0,0,1,Dr. Ursula von der Leyen
18,44,3,CDU/CSU,1560,Lezius,Antje,,1,0,0,0,0,Antje Lezius
18,44,3,CDU/CSU,1570,Liebing,Ingbert,,1,0,0,0,0,Ingbert Liebing
18,44,3,CDU/CSU,1580,Lietz,Matthias,,1,0,0,0,0,Matthias Lietz
18,44,3,CDU/CSU,1590,Lindholz,Andrea,,1,0,0,0,0,Andrea Lindholz
18,44,3,CDU/CSU,1600,Linnemann,Carsten,,1,0,0,0,0,Dr. Carsten Linnemann
18,44,3,CDU/CSU,1610,Lips,Patricia,,1,0,0,0,0,Patricia Lips
18,44,3,CDU/CSU,1620,Lorenz,Wilfried,,1,0,0,0,0,Wilfried Lorenz
18,44,3,CDU/CSU,1650,Lücking-Michel,Claudia,,1,0,0,0,0,Dr. Claudia Lücking-Michel
18,44,3,CDU/CSU,1630,Luczak,Jan-Marco,,1,0,0,0,0,Dr. Jan-Marco Luczak
18,44,3,CDU/CSU,1640,Ludwig,Daniela,,1,0,0,0,0,Daniela Ludwig
18,44,3,CDU/CSU,1660,Maag,Karin,,0,0,0,0,1,Karin Maag
18,44,3,CDU/CSU,1670,Magwas,Yvonne,,1,0,0,0,0,Yvonne Magwas
18,44,3,CDU/CSU,1680,Mahlberg,Thomas,,1,0,0,0,0,Thomas Mahlberg
18,44,3,CDU/CSU,1690,Maizière,Thomas,de,1,0,0,0,0,Dr. Thomas de Maizière
18,44,3,CDU/CSU,1700,Manderla,Gisela,,1,0,0,0,0,Gisela Manderla
18,44,3,CDU/CSU,1710,Marschall,Matern,von,1,0,0,0,0,Matern von Marschall
18,44,3,CDU/CSU,1720,Marwitz,Hans-Georg,von der,0,1,0,0,0,Hans-Georg von der Marwitz
18,44,3,CDU/CSU,1730,Mattfeldt,Andreas,,1,0,0,0,0,Andreas Mattfeldt
18,44,3,CDU/CSU,1740,Mayer (Altötting),Stephan,,1,0,0,0,0,Stephan Mayer (Altötting)
18,44,3,CDU/CSU,1750,Meier,Reiner,,1,0,0,0,0,Reiner Meier
18,44,3,CDU/CSU,1760,Meister,Michael,,1,0,0,0,0,Dr. Michael Meister
18,44,3,CDU/CSU,1770,Merkel,Angela,,0,0,0,0,1,Dr. Angela Merkel
18,44,3,CDU/CSU,1780,Metzler,Jan,,1,0,0,0,0,Jan Metzler
18,44,3,CDU/CSU,1790,Michalk,Maria,,1,0,0,0,0,Maria Michalk
18,44,3,CDU/CSU,1800,Michelbach,Hans,,1,0,0,0,0,Dr. h.c. Hans Michelbach
18,44,3,CDU/CSU,1810,Middelberg,Mathias,,1,0,0,0,0,Dr. Mathias Middelberg
18,44,3,CDU/CSU,1820,Mißfelder,Philipp,,1,0,0,0,0,Philipp Mißfelder
18,44,3,CDU/CSU,1840,Monstadt,Dietrich,,1,0,0,0,0,Dietrich Monstadt
18,44,3,CDU/CSU,1830,Möring,Karsten,,1,0,0,0,0,Karsten Möring
18,44,3,CDU/CSU,1850,Mortler,Marlene,,1,0,0,0,0,Marlene Mortler
18,44,3,CDU/CSU,1860,Motschmann,Elisabeth,,1,0,0,0,0,Elisabeth Motschmann
18,44,3,CDU/CSU,1870,Müller,Gerd,,1,0,0,0,0,Dr. Gerd Müller
18,44,3,CDU/CSU,1880,Müller (Braunschweig),Carsten,,1,0,0,0,0,Carsten Müller (Braunschweig)
18,44,3,CDU/CSU,1890,Müller (Erlangen),Stefan,,1,0,0,0,0,Stefan Müller (Erlangen)
18,44,3,CDU/CSU,1900,Murmann,Philipp,,1,0,0,0,0,Dr. Philipp Murmann
18,44,3,CDU/CSU,1910,Nick,Andreas,,1,0,0,0,0,Dr. Andreas Nick
18,44,3,CDU/CSU,1920,Noll,Michaela,,1,0,0,0,0,Michaela Noll
18,44,3,CDU/CSU,1930,Nowak,Helmut,,1,0,0,0,0,Helmut Nowak
18,44,3,CDU/CSU,1940,Nüßlein,Georg,,1,0,0,0,0,Dr. Georg Nüßlein
18,44,3,CDU/CSU,1950,Oellers,Wilfried,,1,0,0,0,0,Wilfried Oellers
18,44,3,CDU/CSU,1960,Oßner,Florian,,0,0,1,0,0,Florian Oßner
18,44,3,CDU/CSU,1970,Ostermann,Tim,,1,0,0,0,0,Dr. Tim Ostermann
18,44,3,CDU/CSU,1980,Otte,Henning,,1,0,0,0,0,Henning Otte
18,44,3,CDU/CSU,2000,Pahlmann,Ingrid,,1,0,0,0,0,Ingrid Pahlmann
18,44,3,CDU/CSU,2010,Pantel,Sylvia,,1,0,0,0,0,Sylvia Pantel
18,44,3,CDU/CSU,2020,Patzelt,Martin,,1,0,0,0,0,Martin Patzelt
18,44,3,CDU/CSU,1990,Pätzold,Martin,,1,0,0,0,0,Dr. Martin Pätzold
18,44,3,CDU/CSU,2030,Petzold,Ulrich,,1,0,0,0,0,Ulrich Petzold
18,44,3,CDU/CSU,2040,Pfeiffer,Joachim,,1,0,0,0,0,Dr. Joachim Pfeiffer
18,44,3,CDU/CSU,2050,Pfeiffer,Sibylle,,1,0,0,0,0,Sibylle Pfeiffer
18,44,3,CDU/CSU,2060,Pofalla,Ronald,,1,0,0,0,0,Ronald Pofalla
18,44,3,CDU/CSU,2070,Pols,Eckhard,,1,0,0,0,0,Eckhard Pols
18,44,3,CDU/CSU,2080,Rachel,Thomas,,1,0,0,0,0,Thomas Rachel
18,44,3,CDU/CSU,2090,Radomski,Kerstin,,0,0,0,0,1,Kerstin Radomski
18,44,3,CDU/CSU,2100,Radwan,Alexander,,1,0,0,0,0,Alexander Radwan
18,44,3,CDU/CSU,2110,Rainer,Alois,,1,0,0,0,0,Alois Rainer
18,44,3,CDU/CSU,2120,Ramsauer,Peter,,1,0,0,0,0,Dr. Peter Ramsauer
18,44,3,CDU/CSU,2130,Rehberg,Eckhardt,,1,0,0,0,0,Eckhardt Rehberg
18,44,3,CDU/CSU,2140,Reiche (Potsdam),Katherina,,1,0,0,0,0,Katherina Reiche (Potsdam)
18,44,3,CDU/CSU,2150,Riebsamen,Lothar,,1,0,0,0,0,Lothar Riebsamen
18,44,3,CDU/CSU,2160,Rief,Josef,,1,0,0,0,0,Josef Rief
18,44,3,CDU/CSU,2170,Riesenhuber,Heinz,,1,0,0,0,0,Dr. Heinz Riesenhuber
18,44,3,CDU/CSU,2180,Röring,Johannes,,0,1,0,0,0,Johannes Röring
18,44,3,CDU/CSU,2190,Röttgen,Norbert,,0,1,0,0,0,Dr. Norbert Röttgen
18,44,3,CDU/CSU,2200,Rüddel,Erwin,,1,0,0,0,0,Erwin Rüddel
18,44,3,CDU/CSU,2210,Rupprecht,Albert,,1,0,0,0,0,Albert Rupprecht
18,44,3,CDU/CSU,2220,Schäfer (Saalstadt),Anita,,1,0,0,0,0,Anita Schäfer (Saalstadt)
18,44,3,CDU/CSU,2230,Schäuble,Wolfgang,,1,0,0,0,0,Dr. Wolfgang Schäuble
18,44,3,CDU/CSU,2240,Schavan,Annette,,0,0,0,0,1,Annette Schavan
18,44,3,CDU/CSU,2250,Scheuer,Andreas,,1,0,0,0,0,Andreas Scheuer
18,44,3,CDU/CSU,2260,Schiewerling,Karl,,1,0,0,0,0,Karl Schiewerling
18,44,3,CDU/CSU,2270,Schimke,Jana,,1,0,0,0,0,Jana Schimke
18,44,3,CDU/CSU,2280,Schindler,Norbert,,0,0,0,0,1,Norbert Schindler
18,44,3,CDU/CSU,2290,Schipanski,Tankred,,1,0,0,0,0,Tankred Schipanski
18,44,3,CDU/CSU,2300,Schmelzle,Heiko,,1,0,0,0,0,Heiko Schmelzle
18,44,3,CDU/CSU,2310,Schmidt (Fürth),Christian,,1,0,0,0,0,Christian Schmidt (Fürth)
18,44,3,CDU/CSU,2320,Schmidt (Ühlingen),Gabriele,,1,0,0,0,0,Gabriele Schmidt (Ühlingen)
18,44,3,CDU/CSU,2330,Schnieder,Patrick,,1,0,0,0,0,Patrick Schnieder
18,44,3,CDU/CSU,2340,Schockenhoff,Andreas,,0,0,0,0,1,Dr. Andreas Schockenhoff
18,44,3,CDU/CSU,2350,Schön (St. Wendel),Nadine,,1,0,0,0,0,Nadine Schön (St. Wendel)
18,44,3,CDU/CSU,2360,Schröder,Ole,,0,0,0,0,1,Dr. Ole Schröder
18,44,3,CDU/CSU,2370,Schröder (Wiesbaden),Kristina,,0,0,0,0,1,Dr. Kristina Schröder (Wiesbaden)
18,44,3,CDU/CSU,2380,Schulte-Drüggelte,Bernhard,,1,0,0,0,0,Bernhard Schulte-Drüggelte
18,44,3,CDU/CSU,2390,Schulze,Klaus-Peter,,1,0,0,0,0,Dr. Klaus-Peter Schulze
18,44,3,CDU/CSU,2400,Schummer,Uwe,,1,0,0,0,0,Uwe Schummer
18,44,3,CDU/CSU,2410,Schuster (Weil am Rhein),Armin,,1,0,0,0,0,Armin Schuster (Weil am Rhein)
18,44,3,CDU/CSU,2420,Schwarzer,Christina,,1,0,0,0,0,Christina Schwarzer
18,44,3,CDU/CSU,2430,Seif,Detlef,,1,0,0,0,0,Detlef Seif
18,44,3,CDU/CSU,2440,Selle,Johannes,,1,0,0,0,0,Johannes Selle
18,44,3,CDU/CSU,2450,Sendker,Reinhold,,1,0,0,0,0,Reinhold Sendker
18,44,3,CDU/CSU,2460,Sensburg,Patrick,,1,0,0,0,0,Dr. Patrick Sensburg
18,44,3,CDU/CSU,2470,Siebert,Bernd,,1,0,0,0,0,Bernd Siebert
18,44,3,CDU/CSU,2480,Silberhorn,Thomas,,1,0,0,0,0,Thomas Silberhorn
18,44,3,CDU/CSU,2490,Singhammer,Johannes,,1,0,0,0,0,Johannes Singhammer
18,44,3,CDU/CSU,2500,Sorge,Tino,,1,0,0,0,0,Tino Sorge
18,44,3,CDU/CSU,2510,Spahn,Jens,,1,0,0,0,0,Jens Spahn
18,44,3,CDU/CSU,2520,Stauche,Carola,,0,1,0,0,0,Carola Stauche
18,44,3,CDU/CSU,2530,Steffel,Frank,,1,0,0,0,0,Dr. Frank Steffel
18,44,3,CDU/CSU,2540,Stefinger,Wolfgang,,1,0,0,0,0,Dr. Wolfgang Stefinger
18,44,3,CDU/CSU,2550,Stegemann,Albert,,1,0,0,0,0,Albert Stegemann
18,44,3,CDU/CSU,2560,Stein,Peter,,1,0,0,0,0,Peter Stein
18,44,3,CDU/CSU,2570,Steinbach,Erika,,1,0,0,0,0,Erika Steinbach
18,44,3,CDU/CSU,2580,Steineke,Sebastian,,1,0,0,0,0,Sebastian Steineke
18,44,3,CDU/CSU,2590,Steiniger,Johannes,,1,0,0,0,0,Johannes Steiniger
18,44,3,CDU/CSU,2600,Stetten,Christian,Frhr. von,1,0,0,0,0,Christian Frhr. von Stetten
18,44,3,CDU/CSU,2610,Stier,Dieter,,0,1,0,0,0,Dieter Stier
18,44,3,CDU/CSU,2620,Stockhofe,Rita,,1,0,0,0,0,Rita Stockhofe
18,44,3,CDU/CSU,2630,Storjohann,Gero,,1,0,0,0,0,Gero Storjohann
18,44,3,CDU/CSU,2640,Stracke,Stephan,,1,0,0,0,0,Stephan Stracke
18,44,3,CDU/CSU,2650,Straubinger,Max,,0,0,0,0,1,Max Straubinger
18,44,3,CDU/CSU,2660,Strebl,Matthäus,,1,0,0,0,0,Matthäus Strebl
18,44,3,CDU/CSU,2670,Strenz,Karin,,1,0,0,0,0,Karin Strenz
18,44,3,CDU/CSU,2680,Stritzl,Thomas,,1,0,0,0,0,Thomas Stritzl
18,44,3,CDU/CSU,2690,Strobl (Heilbronn),Thomas,,1,0,0,0,0,Thomas Strobl (Heilbronn)
18,44,3,CDU/CSU,2700,Strothmann,Lena,,1,0,0,0,0,Lena Strothmann
18,44,3,CDU/CSU,2710,Stübgen,Michael,,1,0,0,0,0,Michael Stübgen
18,44,3,CDU/CSU,2720,Sütterlin-Waack,Sabine,,0,0,0,0,1,Dr. Sabine Sütterlin-Waack
18,44,3,CDU/CSU,2730,Tauber,Peter,,1,0,0,0,0,Dr. Peter Tauber
18,44,3,CDU/CSU,2740,Tillmann,Antje,,1,0,0,0,0,Antje Tillmann
18,44,3,CDU/CSU,2750,Timmermann-Fechter,Astrid,,1,0,0,0,0,Astrid Timmermann-Fechter
18,44,3,CDU/CSU,2760,Uhl,Hans-Peter,,1,0,0,0,0,Dr. Hans-Peter Uhl
18,44,3,CDU/CSU,2770,Ullrich,Volker,,1,0,0,0,0,Dr. Volker Ullrich
